id,title,content,type,is_vignette,is_random,created_at,updated_at
725,BE 131119 OSCE PED-4,"<p>An 8 years old boy came to the Emergency Department with a grossly swollen left elbow and marked bruises following a fall in a monkey bar 4 hours ago. The patient felt numb on his I &ndash; digits, no radial pulses but the hand was still well perfused</p>",essay,1,0,2019-11-12 22:50:53,2019-11-13 04:31:14
726,BE 131119 OSCE PED-5,<p>A 9-year-old boy with an antalgic right hip gait which has been happening for the last 2 months. There is no history of a fever nor a significant trauma. The patient plays football frequently for his hobby</p>,essay,1,0,2019-11-13 04:31:43,2019-11-13 04:34:54
727,BE 131119 OSCE AR-1,"<p>A 37-year-old male came to your hospital after a high-speed motorcycle accident. He experienced pain in his right knee with a diminishing sensation of his right lower leg. Upon initial examination, the right foot was still warm but with a weakening distal pulsation. An x-ray examination was taken (fig 1B).</p>",essay,1,0,2019-11-13 04:36:59,2019-11-13 04:39:28
728,BE 131119 OSCE AR-2,"<p>A 56-year-old man came to the outpatient clinic with deformity of his right foot. The deformity was gradual, painless, and started since a year ago. No history of trauma and sign of infection. Laboratory examination revealed an increase in ESR and WBC.</p>",essay,1,0,2019-11-13 04:40:01,2020-05-07 20:03:07
729,BE 131119 OSCE AR 3,"<p>A 30-year-old woman complained of continuous and progressive knee pain since 1 year that forced her to use two crutches to walk. No constitutional symptoms were reported. She reported that one of her brothers had just been treated for pulmonary TB. At physical examination, her knee was swollen, and loss of motion was observed (range of movement 0&ndash;100 degrees). Upon palpation, her knee was tender and doughy. The liquid collected from knee arthrocentesis was clear. Blood investigations revealed elevated C-reactive protein (CRP) of 5.4 mg/dL, erythrocyte sedimentation rate (ESR) of 35 mm/h and white blood cell count of 9.19x109 /L.</p>",essay,1,0,2019-11-13 04:45:00,2019-11-13 04:50:20
730,BE 131119 OSCE AR 4,<p>35 years old male suffering from a motor vehicle collision. He felt a pain at the right hip if try to move his leg.</p>,essay,1,0,2019-11-13 04:50:52,2019-11-13 04:56:02
731,BE 131119 OSCE AR 5,"<p>A 53-year-old male, the diving instructor, presents with a chief complaint of left hip pain that has been progressively worsening for the past 6 months. He has groin pain and describes radiation to his knee. He has been taking a non-steroidal anti-inflammatory medication with some relief but continues to limp and experience severe pain after walking to the clinic. He smokes half a pack of cigarettes per day. There is no history of previous trauma or systemic disease.</p>",essay,1,0,2019-11-13 04:56:39,2019-11-13 04:59:56
732,IHKS-0304201,,multiple-choice,0,1,2020-04-01 07:37:03,2020-04-01 07:57:15
733,IHKS-0304202,,multiple-choice,0,1,2020-04-01 07:40:03,2020-04-01 07:57:28
734,IHKS-0304203,,multiple-choice,0,1,2020-04-01 07:44:52,2020-04-01 07:56:58
735,IHKS-0304204,,multiple-choice,0,1,2020-04-01 07:48:10,2020-04-01 07:48:10
736,IHKS-0304205,,multiple-choice,0,1,2020-04-01 07:53:01,2020-04-01 07:57:48
737,IHKS-0304206,,multiple-choice,0,1,2020-04-01 07:58:15,2020-04-01 07:58:15
738,IHKS-0304207,,multiple-choice,0,1,2020-04-01 08:46:27,2020-04-01 08:46:27
739,IHKS-0304208,,multiple-choice,0,1,2020-04-01 08:49:13,2020-04-01 08:49:13
740,IHKS-0304209,,multiple-choice,0,1,2020-04-01 08:51:46,2020-04-01 08:51:46
741,IHKS-03042010,,multiple-choice,0,1,2020-04-01 08:57:24,2020-04-01 08:57:24
742,IHKS-03042011,,multiple-choice,0,1,2020-04-01 09:00:09,2020-04-01 09:00:09
743,IHKS-03042012,,multiple-choice,0,1,2020-04-01 09:02:48,2020-04-01 09:02:48
744,IHKS-03042013,,multiple-choice,0,1,2020-04-01 09:06:08,2020-04-01 09:06:08
745,IHKS-03042014,,multiple-choice,0,1,2020-04-01 09:09:02,2020-04-01 09:09:02
746,IHKS-03042015,,multiple-choice,0,1,2020-04-01 09:15:11,2020-04-01 09:15:11
747,IHKS-03042016,,multiple-choice,0,1,2020-04-01 09:22:50,2020-04-01 09:22:50
748,IHKS-03042017,,multiple-choice,0,1,2020-04-01 09:27:03,2020-04-01 09:27:03
749,IHKS-03042018,,multiple-choice,0,1,2020-04-01 09:29:08,2020-04-01 09:29:08
750,IHKS-03042019,,multiple-choice,0,1,2020-04-01 09:31:14,2020-04-01 09:31:14
751,IHKS-03042020,,multiple-choice,0,1,2020-04-01 09:34:02,2020-04-01 09:34:02
752,IHKS-03042021,,multiple-choice,0,1,2020-04-01 10:14:13,2020-04-01 10:14:13
753,IHKS-03042022,,multiple-choice,0,1,2020-04-01 10:16:47,2020-04-01 10:16:47
754,IHKS-03042023,"<p>A 9-year-old boy is injured while playing soccer. His examination reveals a painful range of motion between 5&deg; and 75&deg;. There is tenderness on the medial side of his knee. There is no effusion, a grade 1A Lachman test, and severe pain over the medial epicondyle of the knee. Varus stress is negative and pain is elicited with valgus stress. Initial radiographs were negative for abnormality. Stress radiographs show a 2-mm medial physeal widening with valgus stress</p>",multiple-choice,1,0,2020-04-01 10:23:30,2020-04-01 10:34:36
755,IHKS-03042025,,multiple-choice,0,1,2020-04-01 10:26:25,2020-04-01 22:02:27
756,IHKS-03042026,,multiple-choice,0,1,2020-04-01 22:04:48,2020-04-01 22:04:48
757,IHKS-03042027,,multiple-choice,0,1,2020-04-01 22:08:37,2020-05-07 20:01:51
758,IHKS-03042028,,multiple-choice,0,1,2020-04-01 22:13:11,2020-04-01 22:13:11
759,IHKS-03042029,,multiple-choice,0,1,2020-04-01 22:18:10,2020-04-01 22:18:10
760,IHKS-03042030,,multiple-choice,0,1,2020-04-01 22:21:37,2020-04-01 22:21:37
761,IHKS-03042031,,multiple-choice,0,1,2020-04-01 22:25:10,2020-04-01 22:25:10
762,IHKS-03042032,,multiple-choice,0,1,2020-04-01 22:30:35,2020-04-01 22:30:35
763,IHKS-03042033,,multiple-choice,0,1,2020-04-01 22:33:59,2020-04-01 22:33:59
764,IHKS-03042034,,multiple-choice,0,1,2020-04-01 22:36:33,2020-05-07 20:01:36
765,IHKS-03042035,,multiple-choice,0,1,2020-04-01 22:40:27,2020-04-01 22:40:27
766,IHKS-03042036,,multiple-choice,0,1,2020-04-01 22:44:06,2020-04-01 22:44:06
767,IHKS-03042037,,multiple-choice,0,1,2020-04-01 22:46:46,2020-04-01 22:46:46
768,IHKS-03042038,,multiple-choice,0,1,2020-04-01 22:50:27,2020-04-01 22:50:27
769,IHKS-03042039,,multiple-choice,0,1,2020-04-01 22:52:53,2020-04-01 22:52:53
770,IHKS-03042040,,multiple-choice,0,1,2020-04-02 05:50:08,2020-04-02 05:55:31
771,IHKS-03042041,,multiple-choice,0,1,2020-04-02 05:53:06,2020-04-02 05:55:22
772,IHKS-03042042,,multiple-choice,0,1,2020-04-02 05:55:48,2020-04-02 05:55:48
773,IHKS-03042043,,multiple-choice,0,1,2020-04-02 05:58:12,2020-04-02 05:58:12
774,IHKS-03042044,,multiple-choice,0,1,2020-04-02 06:01:45,2020-04-02 06:01:45
775,IHKS-03042045,,multiple-choice,0,1,2020-04-02 06:31:32,2020-04-02 06:31:32
776,IHKS-03042046,,multiple-choice,0,1,2020-04-02 06:33:38,2020-04-02 06:33:38
777,IHKS-03042047,,multiple-choice,0,1,2020-04-02 06:35:29,2020-04-02 06:35:29
778,IHKS-03042048,,multiple-choice,0,1,2020-04-02 06:37:14,2020-04-02 06:37:14
779,IHKS-03042049,,multiple-choice,0,1,2020-04-02 06:39:00,2020-04-02 06:39:00
780,IHKS-03042050,,multiple-choice,0,1,2020-04-02 06:41:23,2020-04-02 06:41:23
781,IHKS-03042051,,multiple-choice,0,1,2020-04-02 06:46:27,2020-04-02 06:46:27
782,IHKS-03042052,,multiple-choice,0,1,2020-04-02 06:48:25,2020-04-02 06:48:25
783,IHKS-03042053,,multiple-choice,0,1,2020-04-02 06:50:27,2020-04-02 06:50:27
784,IHKS-03042054,,multiple-choice,0,1,2020-04-02 06:55:31,2020-04-02 06:55:31
785,IHKS-03042055,,multiple-choice,0,1,2020-04-02 06:57:19,2020-04-02 06:57:19
786,IHKS-03042056,,multiple-choice,0,1,2020-04-02 06:59:11,2020-04-02 06:59:11
787,IHKS-03042057,,multiple-choice,0,1,2020-04-02 07:01:05,2020-04-02 07:01:05
788,IHKS-03042058,,multiple-choice,0,1,2020-04-02 07:06:16,2020-04-02 07:06:16
789,IHKS-03042059,,multiple-choice,0,1,2020-04-02 07:08:25,2020-04-02 07:08:25
790,IHKS-03042060,,multiple-choice,0,1,2020-04-02 07:10:58,2020-04-02 07:10:58
791,IHKS-03042061,,multiple-choice,0,1,2020-04-02 15:37:19,2020-04-02 15:37:19
792,IHKS-03042062,,multiple-choice,0,1,2020-04-02 15:40:01,2020-04-02 15:40:01
793,IHKS-03042063,,multiple-choice,0,1,2020-04-02 15:41:42,2020-04-02 15:41:42
794,IHKS-03042064,,multiple-choice,0,1,2020-04-02 15:44:02,2020-04-02 15:44:02
795,IHKS-03042065,,multiple-choice,0,1,2020-04-02 15:46:00,2020-04-02 15:54:55
796,IHKS-03042066,,multiple-choice,0,1,2020-04-02 15:57:17,2020-04-02 15:57:17
797,IHKS-03042067,,multiple-choice,0,1,2020-04-02 15:59:01,2020-04-02 15:59:01
798,IHKS-03042068,,multiple-choice,0,1,2020-04-02 16:00:52,2020-04-02 16:00:52
799,IHKS-03042069,,multiple-choice,0,1,2020-04-02 16:02:34,2020-04-02 16:02:34
800,IHKS-03042070,,multiple-choice,0,1,2020-04-02 16:04:28,2020-04-02 16:04:28
801,IHKS-03042071,,multiple-choice,0,1,2020-04-02 19:51:46,2020-04-02 19:51:46
802,IHKS-03042072,,multiple-choice,0,1,2020-04-02 19:54:16,2020-04-02 19:54:16
803,IHKS-03042073,,multiple-choice,0,1,2020-04-02 20:13:51,2020-04-02 20:13:51
804,IHKS-03042074,,multiple-choice,0,1,2020-04-02 20:17:17,2020-04-02 20:17:17
805,IHKS-03042075,,multiple-choice,0,1,2020-04-02 20:26:05,2020-04-02 20:26:05
806,IHKS-03042076,,multiple-choice,0,1,2020-04-02 20:28:13,2020-04-02 20:28:13
807,IHKS-03042077,,multiple-choice,0,1,2020-04-02 20:34:46,2020-04-02 20:34:46
808,IHKS-03042078,,multiple-choice,0,1,2020-04-02 20:38:45,2020-04-02 20:38:45
809,IHKS-03042079,,multiple-choice,0,1,2020-04-02 20:46:15,2020-04-02 20:46:15
810,IHKS-03042080,,multiple-choice,0,1,2020-04-02 20:48:41,2020-04-02 20:48:41
811,IHKS-03042081,,multiple-choice,0,1,2020-04-02 20:51:49,2020-04-02 20:51:49
812,IHKS-03042082,,multiple-choice,0,1,2020-04-02 20:55:04,2020-04-02 20:55:04
813,IHKS-03042083,,multiple-choice,0,1,2020-04-02 20:57:03,2020-04-02 20:57:03
814,IHKS-03042084,,multiple-choice,0,1,2020-04-02 21:01:41,2020-04-02 21:01:41
815,IHKS-03042085,,multiple-choice,0,1,2020-04-02 21:04:18,2020-04-02 21:04:18
816,IHKS-03042086,,multiple-choice,0,1,2020-04-02 21:06:44,2020-05-07 19:59:37
817,IHKS-03042087,,multiple-choice,0,1,2020-04-02 21:12:52,2020-04-02 21:12:52
818,IHKS-03042088,,multiple-choice,0,1,2020-04-02 21:14:41,2020-04-02 21:14:41
819,IHKS-03042089,,multiple-choice,0,1,2020-04-02 21:16:44,2020-04-02 21:16:44
820,IHKS-03042090,,multiple-choice,0,1,2020-04-02 21:18:37,2020-04-02 21:18:37
821,IHKS-03042091,,multiple-choice,0,1,2020-04-02 21:23:44,2020-04-02 21:23:44
822,IHKS-03042092,,multiple-choice,0,1,2020-04-02 21:28:29,2020-04-02 21:28:29
823,IHKS-03042093,,multiple-choice,0,1,2020-04-02 21:30:48,2020-05-07 19:58:55
824,IHKS-03042094,,multiple-choice,0,1,2020-04-02 21:32:54,2020-04-02 21:36:40
825,IHKS-03042095,,multiple-choice,0,1,2020-04-02 21:34:45,2020-04-02 21:34:45
826,IHKS-03042096,,multiple-choice,0,1,2020-04-02 21:36:59,2020-04-02 21:36:59
827,IHKS-03042097,,multiple-choice,0,1,2020-04-02 21:41:00,2020-04-02 21:41:00
828,IHKS-03042098,,multiple-choice,0,1,2020-04-02 21:44:32,2020-04-02 21:44:32
829,IHKS-03042099,,multiple-choice,0,1,2020-04-02 21:56:59,2020-04-02 21:56:59
830,IHKS-030420100,,multiple-choice,0,1,2020-04-02 21:58:51,2020-05-07 20:00:29
831,BE 12520 - OSCE Ped 1,<p>A 7 years old boy with pain and swollen left elbow for 6 hours ago after a fall at his school while he was playing. She cannot move his elbow due to pain</p>,essay,1,0,2020-05-11 00:35:59,2020-05-11 00:41:04
832,BE 12520 - OSCE Ped 2,<p>A 3-year-old boy fell from a monkey bar 4 hours before admission. The right leg was grossly swollen. The X-ray confirmed he had a femoral fracture. The patient went directly to Operating Theatre and had a closed reduction with Spica fixation. The post-reduction x-ray is as follows</p>,essay,1,0,2020-05-11 00:41:47,2020-05-11 00:44:08
833,BE 12520 - OSCE Ped 3,"<p>A 8 years old boy with pain on the right forearm for 2 months ago. The patient had a history of fever and discharging sinus. The patient went to local hospital, was given oral antibiotics then the fever and discharge are subsided but the pain continues.&nbsp; The patient is otherwise healthy</p>",essay,1,0,2020-05-11 00:46:29,2020-05-11 00:49:37
834,BE 12520 - OSCE Ped 4,<p>A 7 years old girl with cerebral palsy spastic hemiplegic is walking with equinus gait. Physical examination showed the left plantarflexed ankle. Silverskjold test showed ankle dorsiflexion 0 degrees with the knee extended and dorsiflexed 10 degrees with the knee flexed</p>,essay,1,0,2020-05-11 00:50:20,2020-05-11 00:53:35
835,BE 12520 - OSCE Ped 5,<p>A 12-month-old baby with a double right thumb</p>,essay,1,0,2020-05-11 00:54:12,2020-05-11 00:56:21
836,BE 112520 - OSCE MST 1,<p>A 53 years old female has mild pain on his right hip for 2 months. She was diagnosed with breast carcinoma 1 year ago and underwent surgery and chemotherapy</p>,essay,1,0,2020-05-11 00:57:06,2020-05-11 01:00:05
837,BE 12520 - OSCE MST 2,"<p>A 11 years old female with chief complaint severe painful mass on the right distal femur with ulcer since 4 months ago, and, no history of trauma. Laboratory: Hb 11,4; WBC 15,1; LED 50; SGOT/SGPT 83/33; BUN/SK 7/0,5; ALP 345; Ca 9,4; P 4,2. Radiology and biopsy are already were done.</p>",essay,1,0,2020-05-11 01:00:37,2020-05-11 01:04:19
838,BE 12520 - OSCE MST 3,"<p>A 50 years old male with a chief complaint Lump on the left wrist. Lump on the left wrist since 7 months ago, grows steadily. Persistent pain particularly while moving.&nbsp; No history of trauma.&nbsp; Laboratory: Hb 14; WBC 8; LED 19ALP 105; Ca/P 9.5/3.5. Radiology and biopsy had been done.</p>",essay,1,0,2020-05-11 01:06:28,2020-05-11 01:10:19
839,BE 12520 - OSCE MST 4,"<p>Patient boy, 4 years old with complain of pain on the left knee since 3 months ago. Sometimes he still feels pain but relieved with analgesics. He had a history of fell to the ground while playing and taken to bonesetter. After massage, he had mild pain but relieve with NSAID. He never seeks a medical doctor until now. Laboratory: Hb 12. WBC 7.1. Platelets 314. LED 5. CRP 0.1. ALP 162. Ca 8.9. P 4.6.</p>",essay,1,0,2020-05-11 01:10:58,2020-05-11 01:14:49
840,BE 12520 - OSCE MST 5,<p>A 13 years old girl came with pain left hip</p>,essay,1,0,2020-05-11 01:15:31,2020-05-11 01:18:04
841,BE 12520 - OSCE Spine 1,"<p>A 18 years old female, came to your out-patient clinic with her parent because of asymmetrical shoulder and hump on her back. Normal developmental milestone. No neurological symptoms. No family history.</p>

<table align=""center"" border=""1"" cellspacing=""0"" style=""width:342px"">
	<thead>
		<tr>
			<td style=""background-color:#bdc0bf; height:14.75pt; width:143.3pt"">
			<p><strong>Curve</strong></p>
			</td>
			<td style=""background-color:#bdc0bf; height:14.75pt; width:2.0cm"">
			<p><strong>Erect</strong></p>
			</td>
			<td style=""background-color:#bdc0bf; height:14.75pt; width:2.0cm"">
			<p><strong>Bending </strong></p>
			</td>
		</tr>
	</thead>
	<tbody>
		<tr>
			<td style=""background-color:#e2e4e3; height:14.75pt; width:143.3pt"">
			<p><strong>Proximal Thoracic</strong></p>
			</td>
			<td style=""height:14.75pt; vertical-align:top; width:2.0cm"">
			<p>30</p>
			</td>
			<td style=""height:14.75pt; vertical-align:top; width:2.0cm"">
			<p>10</p>
			</td>
		</tr>
		<tr>
			<td style=""background-color:#e2e4e3; height:14.75pt; width:143.3pt"">
			<p><strong>Main Thoracic</strong></p>
			</td>
			<td style=""background-color:#eeeeee; height:14.75pt; width:2.0cm"">
			<p>46</p>
			</td>
			<td style=""background-color:#eeeeee; height:14.75pt; width:2.0cm"">
			<p>40</p>
			</td>
		</tr>
		<tr>
			<td style=""background-color:#e2e4e3; height:14.75pt; width:143.3pt"">
			<p><strong>Thoracolumbar/Lumbar</strong></p>
			</td>
			<td style=""height:14.75pt; vertical-align:top; width:2.0cm"">
			<p>40</p>
			</td>
			<td style=""height:14.75pt; vertical-align:top; width:2.0cm"">
			<p>14</p>
			</td>
		</tr>
		<tr>
			<td style=""background-color:#e2e4e3; height:14.75pt; width:143.3pt"">
			<p><strong>Kyphosis</strong></p>
			</td>
			<td style=""background-color:#eeeeee; height:14.75pt; width:2.0cm"">
			<p>20</p>
			</td>
			<td style=""background-color:#eeeeee; height:14.75pt; width:2.0cm"">
			<p>&nbsp;</p>
			</td>
		</tr>
	</tbody>
</table>",essay,1,0,2020-05-11 01:18:49,2020-05-11 01:22:04
842,BE 12520 - OSCE Spine 2,<p>This is a picture of a lateral lumbar x-ray</p>,essay,1,0,2020-05-11 01:22:53,2020-05-11 01:25:00
843,BE 12520 - OSCE Spine 3,,essay,1,0,2020-05-11 01:26:06,2020-05-11 01:26:06
844,BE 12520 - OSCE Spine 4,"<p>Male 25 years old complaining of severe back pain and unable to move both lower leg of both leg after falling from height. Patient unable to control urination, with some preservation perianal sensation. The x-ray result is shown on the left figure</p>",essay,1,0,2020-05-11 01:28:19,2020-05-11 01:34:27
845,BE 12520 - OSCE Spine 5,"<p>A 48 years old female came to Outpatient Clinic, complaining severe leg pain especially on right lower leg., after carrying heavy stuff. <strong>No bladder and bowel problem. </strong>SLR 30 degree.</p>",essay,1,0,2020-05-11 01:36:23,2020-05-11 01:38:53
846,BE 12520 - OSCE Hand 1,"<p>A 30-year-old male patient presents with a history of chronic wrist pain of 6 years duration. He stated that he sustained a fall 9 years ago. Immediately after injury, he did not seek any medical attention, thinking that he had merely sprained his wrist.</p>",essay,1,0,2020-05-11 01:39:28,2020-05-11 01:41:27
847,BE 12520 - OSCE Hand 2,"<p>A 66-year-old female was a restrained passenger in an automobile accident.&nbsp; She sustained a direct blow to her right hand and she now reports pain, swelling, and difficulty moving her small finger.&nbsp; Radiographs are shown in Figure.</p>",essay,1,0,2020-05-11 01:41:57,2020-05-11 01:44:02
848,BE 12520 - OSCE Hand 3,<p>A 35-year-old female came to your clinic with a complaint of radial sided wrist pain since 1 week ago. The patient complains of exacerbated pain when a specific test is done as shown in the Figure.</p>,essay,1,0,2020-05-11 01:44:35,2020-05-11 01:46:22
